genome,gene,confidence,level,pred_product,truth_product,correct
Caulobacter_vibrioides_NA1000,gene_ec5d1ce4cc94,0.5656,moderate,blue-light-activated histidine kinase,PAS-family sensor histidine kinase SkaH,0
Caulobacter_vibrioides_NA1000,gene_92c87455c8cb,0.8218,high,Replication-related protein,Hsp20 family protein,0
Caulobacter_vibrioides_NA1000,gene_469ccf3974db,0.367,low,transposase for insertion sequence element is6501,transposase,1
Caulobacter_vibrioides_NA1000,gene_c11f703fc767,0.5959,moderate,nitrogen regulatory protein,nitrogen regulatory IIA protein,1
Caulobacter_vibrioides_NA1000,gene_53dc9d22f321,0.3471,low,ribosome hibernation promotion factor,ribosome-associated factor Y,1
Caulobacter_vibrioides_NA1000,gene_0bff4dadbc13,1.0,high,3-phosphoshikimate 1-carboxyvinyltransferase,3-phosphoshikimate 1-carboxyvinyltransferase,1
Caulobacter_vibrioides_NA1000,gene_2a2818eceb5f,0.6737,moderate,gdp-mannose pyrophosphatase,nucleotide-sugar pyrophosphatase,0
Caulobacter_vibrioides_NA1000,gene_1f1b8dfd6d18,0.8849,high,abc transporter atp-binding protein azc_3926,LPS export ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_560a12be706e,0.35,low,Serine protease,OstA-like protein,0
Caulobacter_vibrioides_NA1000,gene_59a41695a6c8,0.585,moderate,Replication-related protein,ribonuclease D,0
Caulobacter_vibrioides_NA1000,gene_98a152c85b84,0.45,low,Lipoprotein,carbonic anhydrase,0
Caulobacter_vibrioides_NA1000,gene_1718eae78082,1.0,high,undecaprenyl-diphosphatase,undecaprenyl diphosphatase,1
Caulobacter_vibrioides_NA1000,gene_e7062ee22ed9,0.8398,high,Metabolism-related protein,"peptidase, M16 family",0
Caulobacter_vibrioides_NA1000,gene_6e3bf63059fe,0.7379,moderate,small ribosomal subunit protein bs1,SSU ribosomal protein S1P,0
Caulobacter_vibrioides_NA1000,gene_113a229e1a24,0.7563,moderate,udp-2-acetamido-2-deoxy-3-oxo-d-glucuronate aminotransferase,"dTDP-4-amino-4,6-dideoxygalactose transaminase, WecE family",0
Caulobacter_vibrioides_NA1000,gene_418894c56814,0.5476,moderate,dna ligase,ATP-dependent DNA ligase,1
Caulobacter_vibrioides_NA1000,gene_4c9919bc0f02,0.4893,low,dtdp-4-dehydrorhamnose reductase,dTDP-4-dehydrorhamnose reductase,1
Caulobacter_vibrioides_NA1000,gene_3809b309931e,0.47,low,d-glycero-beta-d-manno-heptose-1,HAD family hydrolase,0
Caulobacter_vibrioides_NA1000,gene_b6fe5994fd1b,1.0,high,rna polymerase sigma-54 factor,RNA polymerase sigma-54 factor rpoN,1
Caulobacter_vibrioides_NA1000,gene_e25fef8f8f57,0.464,low,xanthan biosynthesis protein xanb,mannose-1-phosphate guanylyltransferase,0
Caulobacter_vibrioides_NA1000,gene_a928eb0abe47,1.0,high,transaldolase,fructose-6-phosphate aldolase,0
Caulobacter_vibrioides_NA1000,gene_5ee4c6183514,0.9317,high,Replication-related protein,transketolase,0
Caulobacter_vibrioides_NA1000,gene_1f58378377a4,0.2537,speculative,nadh dehydrogenase 1 alpha subcomplex subunit 9,NADH-ubiquinone oxidoreductase subunit,0
Caulobacter_vibrioides_NA1000,gene_897666a2ae96,1.0,high,upf0235 protein cc_3622,YggU superfamily protein,0
Caulobacter_vibrioides_NA1000,gene_972d886b662a,0.8391,high,glutamine-dependent nad(+) synthetase,glutamine-dependent NAD synthetase,1
Caulobacter_vibrioides_NA1000,gene_00e425163d73,0.43,low,type ii nicking enzyme v.xoriip,very short patch repair endonuclease,0
Caulobacter_vibrioides_NA1000,gene_cf8919419310,0.657,moderate,o-acetylserine sulfhydrylase,cysteine synthase,0
Caulobacter_vibrioides_NA1000,gene_99f4f61a350a,0.399,low,autoinducer 2 sensor kinase/phosphatase luxq,hybrid histidine kinase/receiver domain protein,0
Caulobacter_vibrioides_NA1000,gene_08b57ed36bd2,0.7085,moderate,Transport-related protein,small-conductance mechanosensitive channel mcsS,0
Caulobacter_vibrioides_NA1000,gene_7bf77d2ab814,0.7864,moderate,glutamate synthase large chain,glutamate synthase (NADPH) large chain GltB,1
Caulobacter_vibrioides_NA1000,gene_9325ee1d3133,0.6873,moderate,glutamate synthase small chain,glutamate synthase (NADPH) small chain GltD,1
Caulobacter_vibrioides_NA1000,gene_353d42dc05d3,0.386,low,mannose-6-phosphate isomerase,phosphomannose isomerase,0
Caulobacter_vibrioides_NA1000,gene_b2247a4caf23,0.5296,moderate,type ii methyltransferase m.nlax,DNA-cytosine methyltransferase,0
Caulobacter_vibrioides_NA1000,gene_0c9a02145d25,0.557,moderate,formyltetrahydrofolate deformylase,formyltetrahydrofolate deformylase,1
Caulobacter_vibrioides_NA1000,gene_27c4186b8122,0.9442,high,Metabolism-related protein,"dTDP-glucose 4,6-dehydratase RfbB",0
Caulobacter_vibrioides_NA1000,gene_1f864568c4a5,0.509,moderate,acetylornithine deacetylase,acetylornithine deacetylase,1
Caulobacter_vibrioides_NA1000,gene_fa218a889310,0.606,moderate,3-hydroxybutyrate-oligomer hydrolase,alpha/beta hydrolase,0
Caulobacter_vibrioides_NA1000,gene_e5474b6daa56,0.619,moderate,dtdp-4-dehydrorhamnose 3,"dTDP-4-dehydrorhamnose 3,5-epimerase",1
Caulobacter_vibrioides_NA1000,gene_470575b09893,0.6667,moderate,l-threonine ammonia-lyase,threonine dehydratase,0
Caulobacter_vibrioides_NA1000,gene_2c8d8fba0446,0.6447,moderate,utp--glucose-1-phosphate uridylyltransferase,UTP-glucose-1-phosphate uridylyltransferase,1
Caulobacter_vibrioides_NA1000,gene_5198a9e48330,0.7201,moderate,epoxyqueuosine reductase,epoxyqueuosine reductase,1
Caulobacter_vibrioides_NA1000,gene_2b66ff894779,1.0,high,ftsz-localized protein a,FtsZ-binding protein FzlA,0
Caulobacter_vibrioides_NA1000,gene_a798216ebb22,1.0,high,bifunctional protein hlde,bifunctional D-glycero-D-manno-heptose-7-phosphate 1-kinase/D-glycero-D-manno-heptose-1-phosphate adenylyltransferase,0
Caulobacter_vibrioides_NA1000,gene_5698846fe643,0.408,low,cation-efflux pump fief,cation efflux family transporter,1
Caulobacter_vibrioides_NA1000,gene_f5ed0b608291,0.6379,moderate,citrate synthase 1,citrate synthase,1
Caulobacter_vibrioides_NA1000,gene_cd074e9c30d0,0.4845,low,citrate synthase,citrate synthase,1
Caulobacter_vibrioides_NA1000,gene_747a2be93c3a,0.527,moderate,acyl-coa thioesterase 2,acyl-CoA thioesterase,1
Caulobacter_vibrioides_NA1000,gene_c2b4eef9b5ed,0.9133,high,ribosome maturation factor rimm,16S rRNA processing protein RimM,0
Caulobacter_vibrioides_NA1000,gene_3f6f67dd9dc2,1.0,high,small ribosomal subunit protein bs16,SSU ribosomal protein S16P,0
Caulobacter_vibrioides_NA1000,gene_12a96215b854,0.972,high,Metabolism-related protein,"signal recognition particle GTPase, SRP",0
Caulobacter_vibrioides_NA1000,gene_a7f9d8456532,1.0,high,malate dehydrogenase,malate dehydrogenase,1
Caulobacter_vibrioides_NA1000,gene_5cd7cda80f4a,0.55,moderate,mesaconyl-coa hydratase,MaoC family dehydratase,0
Caulobacter_vibrioides_NA1000,gene_b9f27e059805,0.523,moderate,(3s)-malyl-coa thioesterase,citrate lyase beta chain/citryl-CoA lyase subunit,0
Caulobacter_vibrioides_NA1000,gene_f9fdb71a6a8d,0.267,speculative,rna 2',2'-5' RNA ligase,1
Caulobacter_vibrioides_NA1000,gene_2356d394df39,0.541,moderate,protein tas,NADP(H)-dependent aldo-keto reductase,0
Caulobacter_vibrioides_NA1000,gene_e7f57fe66ba4,0.975,high,cytochrome c biogenesis atp-binding export protein ccma,cytochrome c biogenesis ATP-binding export protein CcmA,1
Caulobacter_vibrioides_NA1000,gene_50c09da7a648,0.5388,moderate,heme exporter protein b,cytochrome c biogenesis ABC transporter permease component CcmB,0
Caulobacter_vibrioides_NA1000,gene_41dbace77c74,0.35,low,DNA-binding transcription regulator,DMT family transporter,0
Caulobacter_vibrioides_NA1000,gene_c500218719b3,0.829,high,aconitate hydratase a,aconitate hydratase,1
Caulobacter_vibrioides_NA1000,gene_4c3185aab126,0.6022,moderate,heme exporter protein c,heme chaperone heme-lyase,0
Caulobacter_vibrioides_NA1000,gene_724b0a44c6f7,0.579,moderate,thiol:disulfide interchange protein helx,thiol:disulfide interchange protein tlpA,1
Caulobacter_vibrioides_NA1000,gene_e14953845c1a,0.4066,low,transcriptional regulatory protein for hcr operon,MarR-family transcriptional regulator,0
Caulobacter_vibrioides_NA1000,gene_95cb906ec4a6,0.731,moderate,inner membrane-spanning protein ycib,intracellular septation protein,0
Caulobacter_vibrioides_NA1000,gene_a656fb3605ab,0.4658,low,upf0126 membrane protein,TRIC cation channel family protein,0
Caulobacter_vibrioides_NA1000,gene_f19a4c3c599a,1.0,high,Metabolism-related protein,cell division protein FtsY,0
Caulobacter_vibrioides_NA1000,gene_6f24325a4045,0.5844,moderate,3beta-hydroxysteroid dehydrogenase 2,short chain dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_12863255d5f6,1.0,high,diaminopimelate epimerase,diaminopimelate epimerase,1
Caulobacter_vibrioides_NA1000,gene_4722a21905b1,0.68,moderate,threonylcarbamoyladenosine trna methylthiotransferase mtab,tRNA 2-methylthioadenosine synthase-like protein,0
Caulobacter_vibrioides_NA1000,gene_70620aba436f,0.317,low,transcriptional regulator yqji,PadR-family transcriptional regulator,1
Caulobacter_vibrioides_NA1000,gene_33261cb87902,0.5044,moderate,intermembrane phospholipid transport system binding protein mlad,organic solvent resistance transport system Ttg2C protein,0
Caulobacter_vibrioides_NA1000,gene_12adb1b5cdf0,0.6191,moderate,abc transporter permease protein rf_0080,organic solvent resistance transport system permease,0
Caulobacter_vibrioides_NA1000,gene_50c96aed41b9,0.6907,moderate,ribonucleotide transport atp-binding protein mkl,organic solvent resistance transport system ATP-binding protein,0
Caulobacter_vibrioides_NA1000,gene_42fe82fc521a,1.0,high,alkyl hydroperoxide reductase ahpd,AhpD-family alkylhydroperoxidase,0
Caulobacter_vibrioides_NA1000,gene_27002df59c02,0.529,moderate,dipeptidyl carboxypeptidase,peptidyl-dipeptidase DCP,0
Caulobacter_vibrioides_NA1000,gene_edfa397e82db,0.94,high,glutamate racemase,glutamate racemase,1
Caulobacter_vibrioides_NA1000,gene_55d805fdf836,0.35,low,Serine protease,LolA-family outer membrane lipoprotein carrier protein,0
Caulobacter_vibrioides_NA1000,gene_9eb6688720c3,0.5426,moderate,dna-(apurinic or apyrimidinic site) endonuclease,exodeoxyribonuclease III,0
Caulobacter_vibrioides_NA1000,gene_be2e08f72b9a,1.0,high,dna translocase ftsk,cell division protein FtsK,0
Caulobacter_vibrioides_NA1000,gene_4af2ebaa1cf4,1.0,high,formamidopyrimidine-dna glycosylase,formamidopyrimidine-DNA glycosylase,1
Caulobacter_vibrioides_NA1000,gene_c52d370ff132,1.0,high,ubiquinone/menaquinone biosynthesis c-methyltransferase ubie,ubiquinone/menaquinone biosynthesis methyltransferase UbiE,1
Caulobacter_vibrioides_NA1000,gene_198bd302341d,0.6152,moderate,protein kinase ubib,2-polyprenylphenol 6-hydroxylase accessory protein UbiB,0
Caulobacter_vibrioides_NA1000,gene_69877c65c868,0.35,low,Lipoprotein,pyocin large subunit family protein,0
Caulobacter_vibrioides_NA1000,gene_115b6cb05607,0.5512,moderate,coenzyme a biosynthesis bifunctional protein coabc,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase,0
Caulobacter_vibrioides_NA1000,gene_84a9372629b5,1.0,high,deoxyuridine 5'-triphosphate nucleotidohydrolase,deoxyuridine 5'-triphosphate nucleotidohydrolase,1
Caulobacter_vibrioides_NA1000,gene_3b00d6825932,0.6478,moderate,multidrug export protein emra,HlyD family secretion protein,0
Caulobacter_vibrioides_NA1000,gene_a47b1f857450,0.5648,moderate,multidrug export protein emrb,major facilitator superfamily transporter,0
Caulobacter_vibrioides_NA1000,gene_aede294d375a,0.7703,moderate,enoyl- reductase 2,enoyl-(acyl-carrier protein) reductase FabI,1
Caulobacter_vibrioides_NA1000,gene_eca053527e37,0.4464,low,udp-n-acetylglucosamine--peptide n-acetylglucosaminyltransferase sec,tetratricopeptide repeat family protein,0
Caulobacter_vibrioides_NA1000,gene_f53676c0d59a,0.7302,moderate,3-oxoacyl- synthase 1,3-oxoacyl-(acyl-carrier-protein) synthase,1
Caulobacter_vibrioides_NA1000,gene_e4d6f3585080,1.0,high,3-hydroxydecanoyl- dehydratase,3-hydroxydecanoyl-(acyl-carrier-protein) dehydratase,1
Caulobacter_vibrioides_NA1000,gene_a4888da3361a,0.7148,moderate,glyoxylate reductase,gluconate 2-dehydrogenase/glyoxylate reductase/hydroxypyruvate reductase,1
Caulobacter_vibrioides_NA1000,gene_f5f2e0b39822,0.6099,moderate,succinyl-coa:acetate coa-transferase,succinyl-CoA:coenzyme A transferase,1
Caulobacter_vibrioides_NA1000,gene_7268b43c012c,0.8179,high,Metabolism-related protein,S9 family peptidase,0
Caulobacter_vibrioides_NA1000,gene_2784d44ed183,0.5993,moderate,sulfur carrier protein adenylyltransferase,molybdopterin biosynthesis protein MoeB,0
Caulobacter_vibrioides_NA1000,gene_99fadf0acfad,1.0,high,atp-dependent protease subunit hslv,ATP-dependent endopeptidase hsl proteolytic subunit HslV,1
Caulobacter_vibrioides_NA1000,gene_6e3d8d354590,1.0,high,atp-dependent protease atpase subunit hslu,ATP-dependent endopeptidase hsl ATP-binding subunit HslU,1
Caulobacter_vibrioides_NA1000,gene_f7405b302c2f,0.7342,moderate,bifunctional transcriptional activator/dna repair enzyme ada,ADA regulatory protein/O6-methylguanine-DNA methyltransferase,0
Caulobacter_vibrioides_NA1000,gene_a6d2d4a78d48,0.732,moderate,endonuclease iii,endonuclease III,1
Caulobacter_vibrioides_NA1000,gene_103c15faea0c,0.232,speculative,cycloserine biosynthesis protein dcsg,ATP-grasp domain protein,0
Caulobacter_vibrioides_NA1000,gene_584fa027c361,1.0,high,imidazoleglycerol-phosphate dehydratase,imidazoleglycerol-phosphate dehydratase,1
Caulobacter_vibrioides_NA1000,gene_4f6de5524fea,1.0,high,1-(5-phosphoribosyl)-5- imidazole-4-carboxamide isomerase,phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase,0
Caulobacter_vibrioides_NA1000,gene_da1007dd2880,1.0,high,imidazole glycerol phosphate synthase subunit hisf,"imidazole glycerol phosphate synthase, cyclase subunit",1
Caulobacter_vibrioides_NA1000,gene_5c2a2ec47b77,1.0,high,phosphoribosyl-atp pyrophosphatase,phosphoribosyl-ATP pyrophosphatase,1
Caulobacter_vibrioides_NA1000,gene_dbf0b9779062,0.35,low,Lipoprotein,membrane-bound lytic murein transglycosylase A,0
Caulobacter_vibrioides_NA1000,gene_62eb75eafe3a,0.95,high,tim44-like protein tima,Tim44-like domain protein,1
Caulobacter_vibrioides_NA1000,gene_03ceed6d519d,1.0,high,protein-export protein secb,protein translocase subunit secB,0
Caulobacter_vibrioides_NA1000,gene_c06f987ba0e9,0.4906,low,transcriptional regulatory protein walr,two-component response regulator cenR,0
Caulobacter_vibrioides_NA1000,gene_dcfc8f1ac1d4,0.442,low,pyridoxal phosphate homeostasis protein,pyridoxal 5'-phosphate dependent enzyme class III,0
Caulobacter_vibrioides_NA1000,gene_0a0b1e8edf21,0.35,low,Lipoprotein,LptE superfamily protein,0
Caulobacter_vibrioides_NA1000,gene_eb6d0aebed71,1.0,high,leucine--trna ligase,leucyl-tRNA synthetase,0
Caulobacter_vibrioides_NA1000,gene_97bb37f08fc0,1.0,high,chromosome-partitioning protein parb,chromosome partitioning protein ParB,1
Caulobacter_vibrioides_NA1000,gene_9645cba3b09c,1.0,high,chromosome partitioning protein para,chromosome partitioning protein ParA,1
Caulobacter_vibrioides_NA1000,gene_ef09202351fe,1.0,high,ribosomal rna small subunit methyltransferase g,methyltransferase GidB,0
Caulobacter_vibrioides_NA1000,gene_4e9ac0ce0737,1.0,high,trna uridine 5-carboxymethylaminomethyl modification enzyme mnmg,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,1
Caulobacter_vibrioides_NA1000,gene_163a6182437c,1.0,high,trna modification gtpase mnme,tRNA (5-carboxymethylaminomethyl-2-thiouridylate) synthase,0
Caulobacter_vibrioides_NA1000,gene_12a68a868750,0.591,moderate,carboxymethylenebutenolidase,carboxymethylenebutenolidase,1
Caulobacter_vibrioides_NA1000,gene_2d9c8dc551b5,0.611,moderate,quinone oxidoreductase,quinone oxidoreductase,1
Caulobacter_vibrioides_NA1000,gene_adff23f18a7d,1.0,high,transcription termination factor rho,transcription termination factor rho,1
Caulobacter_vibrioides_NA1000,gene_fb5d516cc624,0.6436,moderate,protoporphyrinogen ix oxidase,CopD family protein,0
Caulobacter_vibrioides_NA1000,gene_9be2c43f86d6,1.0,high,ferrochelatase,ferrochelatase,1
Caulobacter_vibrioides_NA1000,gene_5b3198beb782,1.0,high,uroporphyrinogen decarboxylase,uroporphyrinogen decarboxylase,1
Listeria_monocytogenes_EGDe,gene_63a1ec26c033,0.9492,high,dna gyrase subunit a,DNA gyrase subunit A,1
Listeria_monocytogenes_EGDe,gene_7ebb2b88916c,0.439,low,diphosphomevalonate decarboxylase,mevalonate diphosphate decarboxylase,0
Listeria_monocytogenes_EGDe,gene_c2cbf8f3459e,0.6454,moderate,Replication-related protein,mevalonate kinase,0
Listeria_monocytogenes_EGDe,gene_fdcf9080db91,0.7456,moderate,quinol oxidase subunit 4,quinol oxidase aa3-600 subunit IV,1
Listeria_monocytogenes_EGDe,gene_55c3e386dbb7,1.0,high,dna replication and repair protein recf,recombination protein F,0
Listeria_monocytogenes_EGDe,gene_1671b8fe15cf,0.477,low,pts system mannose-specific eiic component,PTS fructose transporter subunit IIC,0
Listeria_monocytogenes_EGDe,gene_32cdad932f6e,0.781,moderate,spermidine n(1)-acetyltransferase,spermidine acetyltransferase,1
Listeria_monocytogenes_EGDe,gene_473babb48042,0.7786,moderate,quinol oxidase subunit 3,AA3-600 quinol oxidase subunit III,1
Listeria_monocytogenes_EGDe,gene_b5d10f2e82b1,0.6407,moderate,beta sliding clamp,DNA polymerase III subunit beta,0
Listeria_monocytogenes_EGDe,gene_c05e35df3f93,0.454,low,pts system sorbose-specific eiib component,PTS fructose transporter subunit IIB,0
Listeria_monocytogenes_EGDe,gene_9ac8874556f8,0.8042,high,quinol oxidase subunit 2,AA3-600 quinol oxidase subunit II,1
Listeria_monocytogenes_EGDe,gene_0ac8bb65efff,0.512,moderate,cardiolipin synthase 1,cardiolipin synthase,1
Listeria_monocytogenes_EGDe,gene_eb9e195d18ca,0.9574,high,Metabolism-related protein,beta-glucosidase,0
Listeria_monocytogenes_EGDe,gene_52cb385d6746,1.0,high,chromosomal replication initiator protein dnaa,chromosome replication initiator DnaA,1
Listeria_monocytogenes_EGDe,gene_063097488198,0.5144,moderate,phosphomevalonate kinase,mevalonate kinase,0
Listeria_monocytogenes_EGDe,gene_0241d174f805,0.9956,high,dna gyrase subunit b,DNA gyrase subunit B,1
Listeria_monocytogenes_EGDe,gene_e3071fe6f4f9,1.0,high,upf0309 protein lmo0025,phosphoheptose isomerase,0
Listeria_monocytogenes_EGDe,gene_835a5898a556,0.623,moderate,pf03932 family protein cutc,copper homeostasis protein CutC,0
Listeria_monocytogenes_EGDe,gene_0d015aacbaec,0.5782,moderate,hth-type transcriptional repressor purr,LacI family transcription regulator,0
Listeria_monocytogenes_EGDe,gene_860006d9b4fa,0.3679,low,n-acetylmannosamine kinase,xylose repressor,0
Listeria_monocytogenes_EGDe,gene_d593c664e762,0.236,speculative,pts system sorbose-specific eiia component,PTS fructose transporter subunit IIA,0
Listeria_monocytogenes_EGDe,gene_bd9b44117583,0.393,low,pts system mannose-specific eiid component,PTS mannose transporter subunit IID,0
Listeria_monocytogenes_EGDe,gene_3b5bcd6c13ca,0.4191,low,permease iic component ywba,PTS cellbiose transporter subunit IIC,0
Listeria_monocytogenes_EGDe,gene_3c40bfb2c111,0.616,moderate,agmatine/putrescine antiporter agud,amino acid transporter,0
Listeria_monocytogenes_EGDe,gene_197b377d69f5,0.578,moderate,protein deda,DedA protein,1
Listeria_monocytogenes_EGDe,gene_cead4e2ae124,1.0,high,small ribosomal subunit protein bs6,30S ribosomal protein S6,0
Listeria_monocytogenes_EGDe,gene_844e4a754f81,1.0,high,single-stranded dna-binding protein 1,single-strand binding protein,1
Listeria_monocytogenes_EGDe,gene_d43f5daa0736,1.0,high,small ribosomal subunit protein bs18,30S ribosomal protein S18,0
Listeria_monocytogenes_EGDe,gene_f7bf1e18ece3,1.0,high,agrb-like protein,sensor histidine kinase AgrB,1
Listeria_monocytogenes_EGDe,gene_e6f7bfc54304,1.0,high,agmatine deiminase 1,agmatine deiminase,1
Listeria_monocytogenes_EGDe,gene_8e9aa62fd01f,0.5175,moderate,accessory gene regulator protein a,response regulator,0
Listeria_monocytogenes_EGDe,gene_c7606192b6e1,1.0,high,large ribosomal subunit protein bl9,50S ribosomal protein L9,0
Listeria_monocytogenes_EGDe,gene_c890d5a06907,0.934,high,replicative dna helicase dnac,replicative DNA helicase,1
Listeria_monocytogenes_EGDe,gene_c447c9b36425,0.583,moderate,type vii secretion system extracellular protein a,heat shock protein,0
Listeria_monocytogenes_EGDe,gene_d6a9677327d5,1.0,high,putrescine carbamoyltransferase,putrescine carbamoyltransferase,1
Listeria_monocytogenes_EGDe,gene_99ef31f1f2ff,1.0,high,adenylosuccinate synthetase,adenylosuccinate synthetase,1
Listeria_monocytogenes_EGDe,gene_4fb755327ad9,0.35,low,DNA-binding transcription regulator,histidine kinase,0
Listeria_monocytogenes_EGDe,gene_673b591abf77,1.0,high,agmatine deiminase 2,agmatine deiminase,1
Listeria_monocytogenes_EGDe,gene_f5e6a1a2c2bd,1.0,high,arginine deiminase,arginine deiminase,1
Listeria_monocytogenes_EGDe,gene_8813dafef179,0.7183,moderate,bifunctional transcriptional activator/dna repair enzyme ada,O6-methylguanine-DNA methyltransferase,0
Listeria_monocytogenes_EGDe,gene_02d474ac55bf,0.7725,moderate,2-hydroxyacid dehydrogenase sh0752,phosphoglycerate dehydrogenase,0
Listeria_monocytogenes_EGDe,gene_bdbb5060982a,0.3674,low,2-methylisocitrate lyase,carboxyphosphonoenolpyruvate phosphonomutase,0
Listeria_monocytogenes_EGDe,gene_bb3fc3d4f900,0.3774,low,adp-ribosylarginine hydrolase tri1,dinitrogenase reductase ADP-ribosylation protein,0
Listeria_monocytogenes_EGDe,gene_bd6831c7aeff,0.658,moderate,pts system mannose-specific eiic component,PTS mannose transporter subunit IIC,0
Listeria_monocytogenes_EGDe,gene_bb84c0761c70,0.5428,moderate,nad(p)h nitroreductase ydgi,NADH oxidase,0
Listeria_monocytogenes_EGDe,gene_c4240a8faaca,1.0,high,atp synthase subunit alpha 1,ATP synthase F0F1 subunit alpha,1
Listeria_monocytogenes_EGDe,gene_22cbe4aac454,0.6881,moderate,atp synthase subunit c,ATP synthase subunit C,1
Listeria_monocytogenes_EGDe,gene_1f43a901e87b,1.0,high,atp synthase subunit beta 1,ATP synthase F0F1 subunit beta,1
Listeria_monocytogenes_EGDe,gene_e65ffd52853a,0.7231,moderate,Phage Lysis-related protein,lipase,0
Listeria_monocytogenes_EGDe,gene_e8e9734f6dd4,0.4926,low,mmsab operon regulatory protein,AraC family transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_bdfc2f51925a,0.5116,moderate,aldo-keto reductase 2,oxidoreductase,0
Listeria_monocytogenes_EGDe,gene_d0def9d2a070,0.4955,low,oligopeptide transport system permease protein appb,peptide ABC transporter permease,0
Listeria_monocytogenes_EGDe,gene_2afefad225e5,0.483,low,oligopeptide-binding protein appa,peptide ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_1b2f46cbe16a,1.0,high,cell wall protein lmo0130,5'-nucleotidase,0
Listeria_monocytogenes_EGDe,gene_f5232e8838db,0.9761,high,Transcription-related protein,ABC transporter ATP-binding protein,0
Listeria_monocytogenes_EGDe,gene_f4b371a70e8b,0.48,low,dipeptide-binding protein,peptide ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_0060e7379319,0.7081,moderate,manganese export abc transporter atp-binding/permease protein yknv,ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_1a36668ef68d,0.8007,high,zinc transport system atp-binding protein adcc,zinc ABC transporter ATP-binding protein,1
Listeria_monocytogenes_EGDe,gene_1aed91730d82,0.4918,low,high-affinity zinc uptake system membrane protein znub,zinc ABC transporter permease,0
Listeria_monocytogenes_EGDe,gene_9039cb78d266,0.7291,moderate,inosine-5'-monophosphate dehydrogenase,inosine 5-monophosphate dehydrogenase,1
Listeria_monocytogenes_EGDe,gene_683dac096128,0.45,low,DNA-binding transcription regulator,phage tail protein,0
Listeria_monocytogenes_EGDe,gene_29cef5fdecde,0.337,low,dna polymerase iii subunit delta',DNA polymerase III subunit delta',1
Listeria_monocytogenes_EGDe,gene_8027e5598551,0.6106,moderate,atp-dependent dna helicase yoaa,ATP-dependent helicase,1
Listeria_monocytogenes_EGDe,gene_c433e93509f5,1.0,high,replication initiation control protein yaba,DNA replication intiation control protein YabA,1
Listeria_monocytogenes_EGDe,gene_e3da81fda166,1.0,high,upf0213 protein lmo0166,GIY-YIG nuclease,0
Listeria_monocytogenes_EGDe,gene_eba287f2289c,0.68,moderate,stage v sporulation protein t,AbrB family transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_06438eb12380,1.0,high,sugar uptake protein lmo0169,glucose transporter,0
Listeria_monocytogenes_EGDe,gene_fe863f365bdc,0.698,moderate,high-affinity zinc uptake system protein znua,zinc ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_7234aeb7f37e,1.0,high,methionine--trna ligase,methionyl-tRNA synthetase,0
Listeria_monocytogenes_EGDe,gene_cce17f7bf8fc,0.4467,low,abc transporter permease protein yesp,sugar ABC transporter permease,1
Listeria_monocytogenes_EGDe,gene_7a145f5f48eb,0.4797,low,oligopeptide transport system permease protein appc,peptide ABC transporter permease,0
Listeria_monocytogenes_EGDe,gene_ec0807dd6ff0,0.5794,moderate,Transport-related protein,sugar ABC transporter substrate-binding protein,0
Listeria_monocytogenes_EGDe,gene_1ea5f75de8fc,0.42,low,internalin j,peptidoglycan-binding protein,0
Listeria_monocytogenes_EGDe,gene_58f7ffd6338b,1.0,high,sugar uptake protein lmo0176,glucose transporter,0
Listeria_monocytogenes_EGDe,gene_f750be4070be,0.688,moderate,oligo-1,"oligo-1,6-glucosidase",1
Listeria_monocytogenes_EGDe,gene_9adeaed557a3,0.4453,low,arabinooligosaccharides transport system permease protein araq,sugar ABC transporter permease,0
Listeria_monocytogenes_EGDe,gene_1fe9fb0ef003,0.647,moderate,protein veg,Veg protein,1
Listeria_monocytogenes_EGDe,gene_6bc1298a061e,1.0,high,4-diphosphocytidyl-2-c-methyl-d-erythritol kinase,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,1
Listeria_monocytogenes_EGDe,gene_54fbdb50a7c2,1.0,high,ribosomal rna small subunit methyltransferase a,dimethyladenosine transferase,0
Listeria_monocytogenes_EGDe,gene_b8c0ccaac46c,0.6627,moderate,purine biosynthesis transcriptional repressor purr,PurR family transcriptional regulator,0
Listeria_monocytogenes_EGDe,gene_8d60518f77d9,0.4196,low,macrolide export atp-binding/permease protein macb,ABC transporter permease,0
Listeria_monocytogenes_EGDe,gene_e600a33900cf,1.0,high,septation protein spovg 1,regulatory protein SpoVG,0
Listeria_monocytogenes_EGDe,gene_29df32d0a8cf,0.335,low,internalin j,internalin,1
