genome,gene,confidence,level,pred_product,truth_product,correct
Caulobacter_vibrioides_NA1000,gene_cb1d81d861a8,0.35,low,ATP/GTP binding protein,very-long-chain acyl-CoA synthetase,0
Caulobacter_vibrioides_NA1000,gene_e48b9b972b94,0.35,low,DNA-binding transcription regulator,O-antigen ligase related enzyme,0
Caulobacter_vibrioides_NA1000,gene_43b650e6489a,0.35,low,Lipoprotein,phosphoglycolate phosphatase,0
Caulobacter_vibrioides_NA1000,gene_a0f8a91aa9b5,0.35,low,DNA-binding transcription regulator,"transporter, major facilitator superfamily",0
Caulobacter_vibrioides_NA1000,gene_f2321c68752b,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_b1ea5b4bf809,0.35,low,Lipoprotein,membrane integrity-associated transporter subunit PqiC,0
Caulobacter_vibrioides_NA1000,gene_b650e35c2487,0.35,low,DNA-binding transcription regulator,hybrid sensor histidine kinase/receiver protein,0
Caulobacter_vibrioides_NA1000,gene_33e5ca3ef952,0.35,low,Lipoprotein,DadA-related amino acid oxidase,0
Caulobacter_vibrioides_NA1000,gene_80b17fa4b6b4,0.35,low,Lipoprotein,uracil DNA glycosylase superfamily protein,0
Caulobacter_vibrioides_NA1000,gene_185bc38c4251,0.35,low,Lipoprotein,NCS1 family nucleobase:cation symporter-1,0
Caulobacter_vibrioides_NA1000,gene_119f577d4af3,0.35,low,Serine protease,NAD(P)-dependent alcohol dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_6b579bbedc43,0.35,low,Serine protease,cellulase family glycosylhydrolase,0
Caulobacter_vibrioides_NA1000,gene_7186485648d3,0.35,low,Serine protease,PspA/IM30 family regulatory protein,0
Caulobacter_vibrioides_NA1000,gene_08ae43607283,0.35,low,Lipoprotein,DUF1190 domain-containing protein,0
Caulobacter_vibrioides_NA1000,gene_ff523fc3e108,0.35,low,DNA-binding transcription regulator,DUF4112 domain-containing protein,0
Caulobacter_vibrioides_NA1000,gene_0a161b78235c,0.35,low,Lipoprotein,cobalt-zinc-cadmium resistance protein czcB,0
Caulobacter_vibrioides_NA1000,gene_54b9a08a0d2e,0.35,low,DNA-binding transcription regulator,cobalt-zinc-cadmium resistance protein czcA,0
Caulobacter_vibrioides_NA1000,gene_1aa557abd969,0.35,low,Serine protease,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_ddb7e81b5ee0,0.35,low,Lipoprotein,4-hydroxybenzoate 3-monooxygenase,0
Caulobacter_vibrioides_NA1000,gene_b1e611b61146,0.35,low,ATP/GTP binding protein,"type IV secretory pathway, VirB4 ATPase",0
Caulobacter_vibrioides_NA1000,gene_892cba1655d3,0.35,low,ATP/GTP binding protein,"type IV secretory pathway, VirB11 ATPase",0
Caulobacter_vibrioides_NA1000,gene_9387cdeaccc9,0.35,low,ATPase,glycosyltransferase hfsG,0
Caulobacter_vibrioides_NA1000,gene_496182ba4b3b,0.35,low,Serine protease,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A,0
Caulobacter_vibrioides_NA1000,gene_bf7fd5efd180,0.45,low,ATP/GTP binding protein,ATP-dependent clp protease ATP-binding subunit ClpA,0
Caulobacter_vibrioides_NA1000,gene_056b99d4c1e0,0.35,low,Lipoprotein,stalk cross-band protein StpC,0
Caulobacter_vibrioides_NA1000,gene_593281051af4,0.35,low,Lipoprotein,stalk cross-band protein StpA,0
Caulobacter_vibrioides_NA1000,gene_a32b90377fa8,0.35,low,Lipoprotein,"acyl-CoA dehydrogenase, short-chain specific",0
Caulobacter_vibrioides_NA1000,gene_6f86ccec019c,0.35,low,ATP/GTP binding protein,methylmalonyl Co-A mutase-associated GTPase,0
Caulobacter_vibrioides_NA1000,gene_557c05e8429c,0.35,low,DNA-binding transcription regulator,major facilitator superfamily transporter,0
Caulobacter_vibrioides_NA1000,gene_cca104bd25a8,0.35,low,Lipoprotein,stomatin/prohibitin-related protein,0
Caulobacter_vibrioides_NA1000,gene_449474086e9c,0.45,low,Lipoprotein,AsnC-family transcriptional regulator,0
Caulobacter_vibrioides_NA1000,gene_60e3b5e682ff,0.35,low,Lipoprotein,CAAX amino terminal protease family,0
Caulobacter_vibrioides_NA1000,gene_4582d7bca9c8,0.35,low,Serine protease,M61 glycyl aminopeptidase,0
Caulobacter_vibrioides_NA1000,gene_1778b6daaae0,0.45,low,DNA-binding transcription regulator,D-alanine--D-alanine ligase,0
Caulobacter_vibrioides_NA1000,gene_9caa4a4b07ab,0.35,low,Serine protease,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,0
Caulobacter_vibrioides_NA1000,gene_d05000c2547b,0.35,low,Lipoprotein,membrane-bound glycosyl hydrolase,0
Caulobacter_vibrioides_NA1000,gene_1be050fdad36,0.35,low,DNA-binding transcription regulator,CLC voltage-gated chloride channel,0
Caulobacter_vibrioides_NA1000,gene_ab244aa17fd7,0.35,low,ATP/GTP binding protein,penicillin-binding protein FtsI,0
Caulobacter_vibrioides_NA1000,gene_cb028beafa74,0.35,low,Lipoprotein,alpha/beta hydrolase family protein,0
Caulobacter_vibrioides_NA1000,gene_87b32a8ea70c,0.35,low,DNA-binding transcription regulator,drug/metabolite transporter (DMT) family protein,0
Caulobacter_vibrioides_NA1000,gene_8339c9f3648f,0.35,low,Serine protease,NAD(P)/FAD-dependent oxidoreductase,0
Caulobacter_vibrioides_NA1000,gene_406a20ea3abf,0.35,low,Serine protease,flagellar P-ring protein FlgI,0
Caulobacter_vibrioides_NA1000,gene_f589931b48ae,0.35,low,DNA-binding transcription regulator,methyltransferase,0
Caulobacter_vibrioides_NA1000,gene_4d6cf922d148,0.45,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_e82fa0f9bb39,0.35,low,DNA-binding transcription regulator,conserved transmembrane protein,0
Caulobacter_vibrioides_NA1000,gene_734bd4fd5649,0.35,low,Lipoprotein,serine-pyruvate aminotransferase,0
Caulobacter_vibrioides_NA1000,gene_39372bbf8772,0.35,low,DNA-binding transcription regulator,urate hydroxylase,0
Caulobacter_vibrioides_NA1000,gene_8701636cd2e8,0.35,low,Lipoprotein,YceI-family polyisoprenoid-binding protein,0
Caulobacter_vibrioides_NA1000,gene_a0810fc7fdad,0.35,low,Serine protease,AtzE family amidohydrolase,0
Caulobacter_vibrioides_NA1000,gene_83ca6348ce72,0.5,moderate,Protein with hemolysin_calcium motif,M10 peptidase-related protein,0
Caulobacter_vibrioides_NA1000,gene_f3999a6ab63f,0.35,low,Lipoprotein,nucleoside hydrolase,0
Caulobacter_vibrioides_NA1000,gene_bb544e779bda,0.35,low,Lipoprotein,guanine deaminase,0
Caulobacter_vibrioides_NA1000,gene_d4646fcccd92,0.35,low,DNA-binding transcription regulator,xanthine dehydrogenase large subunit,0
Caulobacter_vibrioides_NA1000,gene_e763f5242155,0.35,low,Lipoprotein,CBS domain containing protein,0
Caulobacter_vibrioides_NA1000,gene_fc80f355225f,0.35,low,DNA-binding transcription regulator,rhomboid family intramembrane serine protease,0
Caulobacter_vibrioides_NA1000,gene_032ea5f1390e,0.35,low,Lipoprotein,holdfast attachment protein HfaB,0
Caulobacter_vibrioides_NA1000,gene_f793bb5b9e47,0.35,low,Serine protease,holdfast attachment protein HfaA,0
Caulobacter_vibrioides_NA1000,gene_4760738e1d12,0.35,low,Lipoprotein,ABC transporter substrate-binding protein,0
Caulobacter_vibrioides_NA1000,gene_5a813a33493d,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_1196466cf10c,0.45,low,ATP/GTP binding protein,ABC-F family ATP-binding cassette domain-containing protein,1
Caulobacter_vibrioides_NA1000,gene_935ebdca82df,0.35,low,Lipoprotein,ABC transporter ATP-binding protein,0
Caulobacter_vibrioides_NA1000,gene_14952e76a9e0,0.35,low,Lipoprotein,holdfast attachment protein HfaE,0
Caulobacter_vibrioides_NA1000,gene_087f40b507bd,0.45,low,Lipoprotein,"peptidase, M16 family",0
Caulobacter_vibrioides_NA1000,gene_441b3c0b6132,0.35,low,ATP/GTP binding protein,choline dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_7f91eca8ed2b,0.35,low,ATP/GTP binding protein,PhoH family protein,0
Caulobacter_vibrioides_NA1000,gene_35ee41b8f1c6,0.35,low,Lipoprotein,glutathione S-transferase,0
Caulobacter_vibrioides_NA1000,gene_807d525c7de2,0.35,low,DNA-binding transcription regulator,oligopeptide transporter,0
Caulobacter_vibrioides_NA1000,gene_f9d099b456a0,0.35,low,DNA-binding transcription regulator,Rve-family integrase core domain protein,0
Caulobacter_vibrioides_NA1000,gene_9093c99199fa,0.35,low,Lipoprotein,ABC transporter substrate-binding protein,0
Caulobacter_vibrioides_NA1000,gene_137823531057,0.35,low,Lipoprotein,GAF/PAS-family histidine kinase/receiver protein,0
Caulobacter_vibrioides_NA1000,gene_4959f6980532,0.45,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_6c2c2bab7286,0.35,low,DNA-binding transcription regulator,conjugal transfer protein TrbI,0
Caulobacter_vibrioides_NA1000,gene_681640ce386b,0.35,low,Lipoprotein,conjugal transfer protein TrbG,0
Caulobacter_vibrioides_NA1000,gene_511c10ede52a,0.35,low,ATP/GTP binding protein,methyl-accepting chemotaxis protein,0
Caulobacter_vibrioides_NA1000,gene_68505b465e3a,0.35,low,Lipoprotein,cobyric acid synthase CobQ,0
Caulobacter_vibrioides_NA1000,gene_84cc5962c26e,0.35,low,Serine protease,TonB-dependent outer membrane receptor,0
Caulobacter_vibrioides_NA1000,gene_ee4001f96260,0.35,low,Lipoprotein,HTH transcriptional regulator,0
Caulobacter_vibrioides_NA1000,gene_af2b0a86db8b,0.35,low,DNA-binding transcription regulator,CusA/CzcA family heavy metal efflux RND transporter,0
Caulobacter_vibrioides_NA1000,gene_89651d461236,0.45,low,DNA-binding transcription regulator,heavy metal translocating P-type ATPase,0
Caulobacter_vibrioides_NA1000,gene_28d3eab26bf7,0.35,low,DNA-binding transcription regulator,transposase,0
Caulobacter_vibrioides_NA1000,gene_08794bd212f1,0.45,low,Protein with ef_hand_1 motif,EF hand domain protein,1
Caulobacter_vibrioides_NA1000,gene_1b4dc7175fd7,0.35,low,Lipoprotein,MecR1 antirepressor protein,0
Caulobacter_vibrioides_NA1000,gene_192b17f74038,0.35,low,Serine protease,DegP/HtrA-family serine protease,1
Caulobacter_vibrioides_NA1000,gene_bec3098058e0,0.35,low,DNA-binding transcription regulator,heme chaperone-apocytochrome heme-lyase,0
Caulobacter_vibrioides_NA1000,gene_7a7ab017440b,0.35,low,Lipoprotein,phage-derived conserved hypothetical protein,0
Caulobacter_vibrioides_NA1000,gene_797fab6743ca,0.35,low,Lipoprotein,GTA-gp10 phage tail tube protein,0
Caulobacter_vibrioides_NA1000,gene_02c62633021f,0.35,low,ATP/GTP binding protein,terminase-like family protein,0
Caulobacter_vibrioides_NA1000,gene_dbf5cd416370,0.45,low,Lipoprotein,oxoglutarate semialdehyde dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_9d2f1b1418fa,0.35,low,Serine protease,tryptophan halogenase,0
Caulobacter_vibrioides_NA1000,gene_cae67baefd4d,0.35,low,Serine protease,tryptophan halogenase,0
Caulobacter_vibrioides_NA1000,gene_38dd2494f2ca,0.35,low,Lipoprotein,methyl-accepting chemotaxis protein,0
Caulobacter_vibrioides_NA1000,gene_e0be4f8c577e,0.35,low,DNA-binding transcription regulator,acyltransferase family protein,0
Caulobacter_vibrioides_NA1000,gene_6f56e256754d,0.35,low,Lipoprotein,TldD/PmbA family protein,0
Caulobacter_vibrioides_NA1000,gene_3e645f49c0f1,0.45,low,Serine protease,SDR family oxidoreductase,0
Caulobacter_vibrioides_NA1000,gene_0159d7096736,0.35,low,Lipoprotein,alcohol dehydrogenase catalytic domain-containing protein,0
Caulobacter_vibrioides_NA1000,gene_f09afedfa867,0.35,low,DNA-binding transcription regulator,DUF998 domain-containing protein,0
Caulobacter_vibrioides_NA1000,gene_d410b9869678,0.35,low,ATP/GTP binding protein,glutathione S-transferase,0
Caulobacter_vibrioides_NA1000,gene_83472196a1c5,0.35,low,Lipoprotein,outer membrane protein A,0
Caulobacter_vibrioides_NA1000,gene_7696efdb6376,0.35,low,ATP/GTP binding protein,mitochondrial fission ELM1 family protein,0
Caulobacter_vibrioides_NA1000,gene_0f4a3c430f39,0.45,low,Serine protease,SDR family NAD(P)-dependent oxidoreductase,0
Caulobacter_vibrioides_NA1000,gene_0307904909ec,0.35,low,DNA-binding transcription regulator,rhodanese-related sulfurtransferase,0
Caulobacter_vibrioides_NA1000,gene_d27845b75eac,0.35,low,Lipoprotein,thioredoxin-disulfide reductase,0
Caulobacter_vibrioides_NA1000,gene_3d067f855726,0.35,low,Serine protease,PAS-family sensor histidine kinase,0
Caulobacter_vibrioides_NA1000,gene_10ad89a71ba5,0.35,low,Lipoprotein,two-component sensor histidine kinase,0
Caulobacter_vibrioides_NA1000,gene_f676bf599155,0.35,low,DNA-binding transcription regulator,GtrA family protein,0
Caulobacter_vibrioides_NA1000,gene_d42f0aef91b6,0.35,low,DNA-binding transcription regulator,glycosyltransferase family 2 protein,0
Caulobacter_vibrioides_NA1000,gene_db9c60db1b60,0.35,low,Protein with cpsase_2 motif,carbamoyl-phosphate synthase large chain,0
Caulobacter_vibrioides_NA1000,gene_1e06cbd06ff6,0.35,low,Lipoprotein,patatin family phospholipase domain protein,0
Caulobacter_vibrioides_NA1000,gene_bbce3fa3a478,0.35,low,DNA-binding transcription regulator,two component sensor histidine kinase,0
Caulobacter_vibrioides_NA1000,gene_df227dc978ce,0.35,low,ATP/GTP binding protein,nucleoside/nucleotide kinase,0
Caulobacter_vibrioides_NA1000,gene_12813ef385df,0.35,low,Lipoprotein,nicotinate-nucleotide pyrophosphorylase,0
Caulobacter_vibrioides_NA1000,gene_e21c472dd853,0.35,low,Serine protease,alkyl hydroperoxide reductase subunit F,0
Caulobacter_vibrioides_NA1000,gene_82ae6bca31e7,0.35,low,ATP/GTP binding protein,PiuB-family transmembrane transporter,0
Caulobacter_vibrioides_NA1000,gene_3d8b44af4872,0.35,low,DNA-binding transcription regulator,cytochrome c2,0
Caulobacter_vibrioides_NA1000,gene_53992d2a13ad,0.35,low,DNA-binding transcription regulator,TadC-related pilus assembly protein CpaH,0
Caulobacter_vibrioides_NA1000,gene_2d0c0c7989d1,0.35,low,Lipoprotein,TadB-related pilus assembly protein CpaG,0
Caulobacter_vibrioides_NA1000,gene_2d30c33affc3,0.35,low,ATP/GTP binding protein,pilus assembly ATPase CpaF,0
Caulobacter_vibrioides_NA1000,gene_4ab86155f234,0.35,low,Lipoprotein,pilus assembly protein CpaD,0
Caulobacter_vibrioides_NA1000,gene_baeff7d16455,0.35,low,DNA-binding transcription regulator,MFS transporter,0
Caulobacter_vibrioides_NA1000,gene_74d62e2571d1,0.35,low,Lipoprotein,"SDR family dehydrogenase, group 9",0
Caulobacter_vibrioides_NA1000,gene_89e27822a36f,0.35,low,Lipoprotein,DUF3429 domain-containing protein,0
Caulobacter_vibrioides_NA1000,gene_ef998a541be8,0.35,low,Serine protease,SDR family oxidoreductase,0
Caulobacter_vibrioides_NA1000,gene_b27808ac501d,0.35,low,ATP/GTP binding protein,excinuclease ABC subunit B,0
Caulobacter_vibrioides_NA1000,gene_bd70e13b1879,0.45,low,Lipoprotein,two-component sensor histidine kinase,0
Caulobacter_vibrioides_NA1000,gene_02b9e7f4449d,0.35,low,Lipoprotein,OsmC family protein,0
Caulobacter_vibrioides_NA1000,gene_8ca1ab799690,0.35,low,DNA-binding transcription regulator,citrate lyase beta subunit,0
Caulobacter_vibrioides_NA1000,gene_442bdcd9c339,0.35,low,Serine protease,small-conductance mechanosensitive channel,0
Caulobacter_vibrioides_NA1000,gene_6b6d9287ea70,0.35,low,DNA-binding transcription regulator,aldo/keto reductase family protein,0
Caulobacter_vibrioides_NA1000,gene_0b7f5dd4c132,0.35,low,Serine protease,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_3e404e437512,0.35,low,DNA-binding transcription regulator,membrane-associated phospholipid phosphatase,0
Caulobacter_vibrioides_NA1000,gene_f00b9157db87,0.35,low,ATP/GTP binding protein,cobaltochelatase cobS subunit,0
Caulobacter_vibrioides_NA1000,gene_bbb3cc31cca6,0.35,low,Lipoprotein,SdpI family protein,0
Caulobacter_vibrioides_NA1000,gene_485d6aeb7877,0.45,low,Lipoprotein,Zn-dependent alcohol dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_2463973bf863,0.35,low,DNA-binding transcription regulator,MFS transporter,0
Caulobacter_vibrioides_NA1000,gene_248544e6d035,0.35,low,Lipoprotein,"transporter, drug/metabolite exporter family",0
Caulobacter_vibrioides_NA1000,gene_20dc25649537,0.35,low,DNA-binding transcription regulator,cell cycle response regulator CtrA,0
Caulobacter_vibrioides_NA1000,gene_49858abe8813,0.35,low,ATP/GTP binding protein,flagellar protein export ATPase FliL,0
Caulobacter_vibrioides_NA1000,gene_3699f206f7f5,0.35,low,Lipoprotein,"endo-1,4-beta-xylanase",0
Caulobacter_vibrioides_NA1000,gene_24362586f53b,0.45,low,DNA-binding transcription regulator,dihydroxy-acid dehydratase,0
Caulobacter_vibrioides_NA1000,gene_8b2568196544,0.35,low,Lipoprotein,DNA primase,0
Caulobacter_vibrioides_NA1000,gene_6ff68c569599,0.35,low,DNA-binding transcription regulator,2OG-Fe dioxygenase,0
Caulobacter_vibrioides_NA1000,gene_fc8d6fa2b77b,0.35,low,Lipoprotein,peptidyl-prolyl cis-trans isomerase,0
Caulobacter_vibrioides_NA1000,gene_d92c177e8cc6,0.35,low,Lipoprotein,major facilitator superfamily transporter,0
Caulobacter_vibrioides_NA1000,gene_59e23482279f,0.35,low,Lipoprotein,SH3 domain protein,0
Caulobacter_vibrioides_NA1000,gene_3d3e360b0950,0.35,low,Serine protease,hybrid sensor histidine kinase/receiver domain protein,0
Caulobacter_vibrioides_NA1000,gene_7cf2c14d2799,0.35,low,Serine protease,crotonyl-CoA carboxylase/reductase,0
Caulobacter_vibrioides_NA1000,gene_21532bdb5648,0.35,low,ATP/GTP binding protein,acyl-CoA dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_a535d525a04b,0.35,low,ATPase,DUF2855 family protein,0
Caulobacter_vibrioides_NA1000,gene_d2627eec11e2,0.35,low,Lipoprotein,PAS-family GGDEF/EAL family protein,0
Caulobacter_vibrioides_NA1000,gene_cf2c80b1a1ad,0.35,low,Serine protease,two-component receiver protein CleD,0
Caulobacter_vibrioides_NA1000,gene_2e23c574bf52,0.45,low,DNA-binding transcription regulator,L-Ala-D/L-Glu racemase,0
Caulobacter_vibrioides_NA1000,gene_a1c688349091,0.35,low,Lipoprotein,ARO8 family aminotransferase/HTH DNA-binding protein,0
Caulobacter_vibrioides_NA1000,gene_e0cdc3fa855b,0.45,low,Lipoprotein,periplasmic multidrug efflux lipoprotein precursor,1
Caulobacter_vibrioides_NA1000,gene_60cc83d3a1d8,0.35,low,Lipoprotein,efflux RND transporter permease subunit,0
Caulobacter_vibrioides_NA1000,gene_add3f5130c30,0.35,low,ATP/GTP binding protein,Metallo-dependent hydrolase,0
Caulobacter_vibrioides_NA1000,gene_20d3777bfe86,0.35,low,ATP/GTP binding protein,TPR repeat sulfotransferase family protein,0
Caulobacter_vibrioides_NA1000,gene_8ff43cfec2d9,0.35,low,ATP/GTP binding protein,spermidine/putrescine transport ATP-binding protein potA,0
Caulobacter_vibrioides_NA1000,gene_d0e98db828e0,0.35,low,Lipoprotein,glutamine synthetase,0
Caulobacter_vibrioides_NA1000,gene_f88cc85a3c9f,0.45,low,DNA-binding transcription regulator,NAD-dependent succinate-semialdehyde dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_6226cd63643c,0.45,low,Lipoprotein,NADP+-dependent gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,0
Caulobacter_vibrioides_NA1000,gene_be43d0cd6503,0.35,low,Serine protease,DUF2332 family protein,0
Caulobacter_vibrioides_NA1000,gene_2bf2cfcbb052,0.35,low,ATPase,beta alanine-pyruvate transaminase,0
Caulobacter_vibrioides_NA1000,gene_b70174d7b03a,0.35,low,Serine protease,TonB-dependent receptor,0
Caulobacter_vibrioides_NA1000,gene_54d7e2971e50,0.35,low,ATPase,WecE-family pyridoxal phosphate-dependent enzyme,0
Caulobacter_vibrioides_NA1000,gene_38e53f9b6151,0.35,low,Lipoprotein,TolC-family outer membrane protein,0
Caulobacter_vibrioides_NA1000,gene_5003cbe5f95b,0.35,low,Lipoprotein,efflux RND transporter periplasmic adaptor subunit,0
Caulobacter_vibrioides_NA1000,gene_c6028af7cafa,0.35,low,ATP/GTP binding protein,translation elongation factor Tu (EF-TU),0
Caulobacter_vibrioides_NA1000,gene_8f23cb8a86da,0.35,low,ATP/GTP binding protein,translation elongation factor G (EF-G),0
Caulobacter_vibrioides_NA1000,gene_f55c72ae381a,0.35,low,Lipoprotein,DNA polymerase III alpha subunit DnaE2/ImuC,0
Caulobacter_vibrioides_NA1000,gene_07b015d0da4c,0.35,low,Lipoprotein,two-component sensor histidine kinase,0
Caulobacter_vibrioides_NA1000,gene_b12e5cce1d4f,0.45,low,ATP/GTP binding protein,cell division protein FtsH,0
Caulobacter_vibrioides_NA1000,gene_7a441e4ef23a,0.35,low,Lipoprotein,peptidoglycan-associated lipoprotein pal,1
Caulobacter_vibrioides_NA1000,gene_7901135c3410,0.35,low,ATP/GTP binding protein,Holliday junction DNA helicase RuvB,0
Caulobacter_vibrioides_NA1000,gene_3807dfacaa8c,0.35,low,Serine protease,N-acyl-L-amino acid amidohydrolase,0
Caulobacter_vibrioides_NA1000,gene_6a8c9dd0b5f4,0.35,low,Lipoprotein,Dipeptidyl aminopeptidase/acylaminoacyl peptidase,0
Caulobacter_vibrioides_NA1000,gene_a0a0beb6a688,0.35,low,Lipoprotein,DUF1109 domain-containing protein,0
Caulobacter_vibrioides_NA1000,gene_cd2757aa0ee3,0.35,low,DNA-binding transcription regulator,Anti-sigmaF factor NrsF,0
Caulobacter_vibrioides_NA1000,gene_2b322a4a7631,0.5,moderate,Serine protease,fructose-bisphosphate aldolase class II,0
Caulobacter_vibrioides_NA1000,gene_b5f93a946848,0.45,low,ATP/GTP binding protein,ABC transporter ATP-binding protein/permease,0
Caulobacter_vibrioides_NA1000,gene_1c3d667aeca2,0.35,low,ATP/GTP binding protein,multimodular transpeptidase-transglycosylase PbpC,0
Caulobacter_vibrioides_NA1000,gene_c5f98444a94f,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding cassette domain protein,0
Caulobacter_vibrioides_NA1000,gene_bfd16f4ef19c,0.35,low,ATP/GTP binding protein,RNA polymerase-associated protein TrcR,0
Caulobacter_vibrioides_NA1000,gene_6ace845bc85d,0.35,low,DNA-binding transcription regulator,ABC transporter permease,0
Caulobacter_vibrioides_NA1000,gene_1166990a4d0c,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_0259ad1ca30a,0.35,low,Serine protease,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta,0
Caulobacter_vibrioides_NA1000,gene_237c48a0bb9d,0.35,low,DNA-binding transcription regulator,NAD(P) transhydrogenase subunit alpha,0
Caulobacter_vibrioides_NA1000,gene_819c84f432da,0.35,low,Lipoprotein,glycosyltransferase family 9 protein,0
Caulobacter_vibrioides_NA1000,gene_e0a8fbe5fd9f,0.35,low,DNA-binding transcription regulator,M3 family oligoendopeptidase,0
Caulobacter_vibrioides_NA1000,gene_af4231071637,0.45,low,Serine protease,AAA-family response regulator tacA,0
Caulobacter_vibrioides_NA1000,gene_d557fab9f84e,0.35,low,Lipoprotein,membrane-bound lytic murein transglycosylase B,0
Caulobacter_vibrioides_NA1000,gene_b3ba0c88b169,0.35,low,Lipoprotein,YdiU family protein,0
Caulobacter_vibrioides_NA1000,gene_b76d167065fe,0.35,low,Lipoprotein,feruloyl-CoA synthetase,0
Caulobacter_vibrioides_NA1000,gene_2575e9d7b4b9,0.35,low,DNA-binding transcription regulator,horizontally transferred transmembrane domain (HTTM) protein,0
Caulobacter_vibrioides_NA1000,gene_8f8f0a0c543e,0.35,low,DNA-binding transcription regulator,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0
Caulobacter_vibrioides_NA1000,gene_6ecba42ae98d,0.35,low,DNA-binding transcription regulator,"SpoVT-AbrB family transcription factor, phd antitoxin",0
Caulobacter_vibrioides_NA1000,gene_a5fb429c9dd8,0.35,low,DNA-binding transcription regulator,homoserine kinase,0
Caulobacter_vibrioides_NA1000,gene_2db15d03ec3f,0.35,low,Protein with hth_arac_family_1 motif,transcriptional regulator FtrA,0
Caulobacter_vibrioides_NA1000,gene_1ab80f72036a,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Caulobacter_vibrioides_NA1000,gene_c3b848aeec25,0.35,low,DNA-binding transcription regulator,cytochrome c oxidase polypeptide I coxA,0
Caulobacter_vibrioides_NA1000,gene_0ea9cdfffb3d,0.35,low,ATP/GTP binding protein,Zn-dependent protease TldD,0
Caulobacter_vibrioides_NA1000,gene_81a5d9f46ae4,0.35,low,Lipoprotein,4-hydroxybenzoate polyprenyltransferase,0
Caulobacter_vibrioides_NA1000,gene_53b884b50b4b,0.35,low,DNA-binding transcription regulator,fatty acid desaturase,0
Caulobacter_vibrioides_NA1000,gene_1ce05dba5acc,0.35,low,Lipoprotein,rRNA large subunit methyltransferase,0
Caulobacter_vibrioides_NA1000,gene_3b613b619a77,0.35,low,ATP/GTP binding protein,S41 family peptidase,0
Caulobacter_vibrioides_NA1000,gene_2394c58b5be4,0.35,low,ATP/GTP binding protein,ATP synthase beta chain,0
Caulobacter_vibrioides_NA1000,gene_8e14d71b261f,0.35,low,ATP/GTP binding protein,ATP synthase alpha chain,0
Caulobacter_vibrioides_NA1000,gene_32f9f6a9abc2,0.35,low,Lipoprotein,LemA family protein,0
Caulobacter_vibrioides_NA1000,gene_db6005799c8a,0.35,low,Lipoprotein,CAAX amino terminal protease family,0
Caulobacter_vibrioides_NA1000,gene_626f341d5830,0.45,low,Lipoprotein,acetyl-CoA C-acyltransferase,0
Caulobacter_vibrioides_NA1000,gene_7c3d587c1f77,0.35,low,Lipoprotein,entericidin A/B family lipoprotein,1
Caulobacter_vibrioides_NA1000,gene_c8271831afa8,0.35,low,Serine protease,anti-anti sigma factor/receiver protein PhyR,0
Caulobacter_vibrioides_NA1000,gene_ad84e59eb399,0.35,low,Lipoprotein,cation:proton antiporter,0
Caulobacter_vibrioides_NA1000,gene_42ab8e0e3999,0.35,low,Lipoprotein,PiuB-related membrane protein,0
Caulobacter_vibrioides_NA1000,gene_8deb24e3f163,0.35,low,Lipoprotein,SCO1/SenC family protein,0
Caulobacter_vibrioides_NA1000,gene_27bbfd65fea4,0.35,low,Lipoprotein,AraC-family transcriptional regulator,0
Caulobacter_vibrioides_NA1000,gene_16c951d1ef14,0.35,low,Lipoprotein,MecR1 antirepressor protein,0
Caulobacter_vibrioides_NA1000,gene_d5e5103380d1,0.35,low,Lipoprotein,phenylpropionate dioxygenase ferredoxin reductase subunit,0
Caulobacter_vibrioides_NA1000,gene_30bcb80b0498,0.35,low,DNA-binding transcription regulator,succinate dehydrogenase cytochrome b556 subunit,0
Caulobacter_vibrioides_NA1000,gene_463fb5fedcd2,0.35,low,ATP/GTP binding protein,cell division protein ZapE,0
Caulobacter_vibrioides_NA1000,gene_bf339b4d66aa,0.35,low,ATP/GTP binding protein,tRNA A37 threonylcarbamoyladenosine biosynthesis protein,0
